city,location,value,unit,country,coordinates,timestamp
Lucknow,Lucknow_Central,72.8,µg/m³,IN,"{'latitude': 28.746567353506297, 'longitude': 77.20277730172461}",2025-10-01 03:30:50.877925
Kanpur,Kanpur_Central,107.6,µg/m³,IN,"{'latitude': 28.69921026437871, 'longitude': 77.15384805570879}",2025-10-01 03:30:50.877925
Nagpur,Nagpur_Central,52.3,µg/m³,IN,"{'latitude': 28.7084253869997, 'longitude': 77.19259649344491}",2025-10-01 03:30:50.877925
Indore,Indore_Central,54.1,µg/m³,IN,"{'latitude': 28.612858203058238, 'longitude': 77.42173000073964}",2025-10-01 03:30:50.877925
Bhopal,Bhopal_Central,44.1,µg/m³,IN,"{'latitude': 28.752664009043183, 'longitude': 77.105357706015}",2025-10-01 03:30:50.877925
Patna,Patna_Central,218.1,µg/m³,IN,"{'latitude': 28.490828989334887, 'longitude': 76.97848329956084}",2025-10-01 03:30:50.877925
Vadodara,Vadodara_Central,45.5,µg/m³,IN,"{'latitude': 28.644559603938234, 'longitude': 77.21602390698123}",2025-10-01 03:30:50.877925
Ludhiana,Ludhiana_Central,75.0,µg/m³,IN,"{'latitude': 28.507163930724108, 'longitude': 77.24897797236972}",2025-10-01 03:30:50.877925
Nashik,Nashik_Central,40.2,µg/m³,IN,"{'latitude': 28.800796933134674, 'longitude': 77.38207844029426}",2025-10-01 03:30:50.877925
Faridabad,Faridabad_Central,90.5,µg/m³,IN,"{'latitude': 28.670759610666913, 'longitude': 77.16157526400048}",2025-10-01 03:30:50.877925
Delhi,Delhi_Central,157.7,µg/m³,IN,"{'latitude': 28.588463883638603, 'longitude': 77.26199039063926}",2025-10-01 04:30:50.877925
Mumbai,Mumbai_Central,21.9,µg/m³,IN,"{'latitude': 28.634964533205878, 'longitude': 77.0405878506189}",2025-10-01 04:30:50.877925
Kolkata,Kolkata_Central,55.1,µg/m³,IN,"{'latitude': 28.640449752392584, 'longitude': 77.23640408419784}",2025-10-01 04:30:50.877925
Chennai,Chennai_Central,111.6,µg/m³,IN,"{'latitude': 28.56546864965787, 'longitude': 77.10115105480592}",2025-10-01 04:30:50.877925
Bangalore,Bangalore_Central,51.3,µg/m³,IN,"{'latitude': 28.494562840984905, 'longitude': 77.00675494047826}",2025-10-01 04:30:50.877925
Hyderabad,Hyderabad_Central,51.9,µg/m³,IN,"{'latitude': 28.619470933806763, 'longitude': 77.13557143147537}",2025-10-01 04:30:50.877925
Pune,Pune_Central,59.4,µg/m³,IN,"{'latitude': 28.537785408493498, 'longitude': 77.19244619392951}",2025-10-01 04:30:50.877925
Ahmedabad,Ahmedabad_Central,64.1,µg/m³,IN,"{'latitude': 28.53152193539982, 'longitude': 77.34931349198708}",2025-10-01 04:30:50.877925
Lucknow,Lucknow_Central,83.0,µg/m³,IN,"{'latitude': 28.454724183731745, 'longitude': 77.34263462205952}",2025-10-01 04:30:50.877925
Kanpur,Kanpur_Central,79.8,µg/m³,IN,"{'latitude': 28.587596801585324, 'longitude': 77.12665464908436}",2025-10-01 04:30:50.877925
Nagpur,Nagpur_Central,58.9,µg/m³,IN,"{'latitude': 28.544111369495482, 'longitude': 77.26044342821397}",2025-10-01 04:30:50.877925
Bhopal,Bhopal_Central,75.5,µg/m³,IN,"{'latitude': 28.65077757925616, 'longitude': 77.49315259690302}",2025-10-01 04:30:50.877925
Patna,Patna_Central,124.8,µg/m³,IN,"{'latitude': 28.55919883936333, 'longitude': 77.08777109742358}",2025-10-01 04:30:50.877925
Vadodara,Vadodara_Central,87.5,µg/m³,IN,"{'latitude': 28.51744621276989, 'longitude': 77.20843033435513}",2025-10-01 04:30:50.877925
Ludhiana,Ludhiana_Central,110.9,µg/m³,IN,"{'latitude': 28.49595832921402, 'longitude': 77.26617559088008}",2025-10-01 04:30:50.877925
Agra,Agra_Central,81.4,µg/m³,IN,"{'latitude': 28.685912864755025, 'longitude': 77.18094978598423}",2025-10-01 04:30:50.877925
Nashik,Nashik_Central,51.8,µg/m³,IN,"{'latitude': 28.64803410662847, 'longitude': 77.19466579387804}",2025-10-01 04:30:50.877925
Faridabad,Faridabad_Central,36.8,µg/m³,IN,"{'latitude': 28.520834605013714, 'longitude': 77.28209577995568}",2025-10-01 04:30:50.877925
Delhi,Delhi_Central,74.3,µg/m³,IN,"{'latitude': 28.77929891930087, 'longitude': 77.22765410301713}",2025-10-01 05:30:50.877925
Mumbai,Mumbai_Central,48.2,µg/m³,IN,"{'latitude': 28.57708571911453, 'longitude': 77.3687045092882}",2025-10-01 05:30:50.877925
Kolkata,Kolkata_Central,86.6,µg/m³,IN,"{'latitude': 28.61965482183709, 'longitude': 77.19780966105546}",2025-10-01 05:30:50.877925
Chennai,Chennai_Central,47.0,µg/m³,IN,"{'latitude': 28.60147212576492, 'longitude': 77.29010900140217}",2025-10-01 05:30:50.877925
Bangalore,Bangalore_Central,52.9,µg/m³,IN,"{'latitude': 28.499701222902814, 'longitude': 77.26787181197977}",2025-10-01 05:30:50.877925
Hyderabad,Hyderabad_Central,71.3,µg/m³,IN,"{'latitude': 28.59533340883284, 'longitude': 77.17973920670005}",2025-10-01 05:30:50.877925
Pune,Pune_Central,69.0,µg/m³,IN,"{'latitude': 28.72919655313441, 'longitude': 77.19292559056048}",2025-10-01 05:30:50.877925
Ahmedabad,Ahmedabad_Central,57.3,µg/m³,IN,"{'latitude': 28.66306465856378, 'longitude': 77.24944723421812}",2025-10-01 05:30:50.877925
Jaipur,Jaipur_Central,83.8,µg/m³,IN,"{'latitude': 28.68673338216455, 'longitude': 77.23609954207741}",2025-10-01 05:30:50.877925
Lucknow,Lucknow_Central,138.5,µg/m³,IN,"{'latitude': 28.582737720636352, 'longitude': 77.29244588053396}",2025-10-01 05:30:50.877925
Kanpur,Kanpur_Central,95.4,µg/m³,IN,"{'latitude': 28.552800103310684, 'longitude': 77.30579375213655}",2025-10-01 05:30:50.877925
Nagpur,Nagpur_Central,55.7,µg/m³,IN,"{'latitude': 28.578272223933887, 'longitude': 77.18483313090509}",2025-10-01 05:30:50.877925
Indore,Indore_Central,33.3,µg/m³,IN,"{'latitude': 28.540458603160737, 'longitude': 77.19122109463576}",2025-10-01 05:30:50.877925
Bhopal,Bhopal_Central,10.0,µg/m³,IN,"{'latitude': 28.395590142468993, 'longitude': 77.15703031943855}",2025-10-01 05:30:50.877925
Patna,Patna_Central,38.1,µg/m³,IN,"{'latitude': 28.467617012568024, 'longitude': 77.1349742673832}",2025-10-01 05:30:50.877925
Vadodara,Vadodara_Central,60.9,µg/m³,IN,"{'latitude': 28.528446757956534, 'longitude': 77.25322581427965}",2025-10-01 05:30:50.877925
Ludhiana,Ludhiana_Central,10.0,µg/m³,IN,"{'latitude': 28.576009389198184, 'longitude': 77.18125381802575}",2025-10-01 05:30:50.877925
Agra,Agra_Central,105.4,µg/m³,IN,"{'latitude': 28.604983560201415, 'longitude': 77.10656529923612}",2025-10-01 05:30:50.877925
Nashik,Nashik_Central,52.3,µg/m³,IN,"{'latitude': 28.550737427653676, 'longitude': 77.31262606240924}",2025-10-01 05:30:50.877925
Faridabad,Faridabad_Central,163.7,µg/m³,IN,"{'latitude': 28.7125895125863, 'longitude': 76.96385946383833}",2025-10-01 05:30:50.877925
Delhi,Delhi_Central,60.7,µg/m³,IN,"{'latitude': 28.549590642109713, 'longitude': 77.06022491663515}",2025-10-01 06:30:50.877925
Mumbai,Mumbai_Central,86.3,µg/m³,IN,"{'latitude': 28.798628146069934, 'longitude': 77.14360471002227}",2025-10-01 06:30:50.877925
Kolkata,Kolkata_Central,57.1,µg/m³,IN,"{'latitude': 28.61851964239662, 'longitude': 77.32665326152431}",2025-10-01 06:30:50.877925
Chennai,Chennai_Central,62.6,µg/m³,IN,"{'latitude': 28.393338183750252, 'longitude': 77.17624407920688}",2025-10-01 06:30:50.877925
Bangalore,Bangalore_Central,48.2,µg/m³,IN,"{'latitude': 28.425395776098433, 'longitude': 77.18300897503525}",2025-10-01 06:30:50.877925
Hyderabad,Hyderabad_Central,83.3,µg/m³,IN,"{'latitude': 28.6341562847418, 'longitude': 77.24602032186687}",2025-10-01 06:30:50.877925
Pune,Pune_Central,95.5,µg/m³,IN,"{'latitude': 28.784947115744306, 'longitude': 77.24085227041924}",2025-10-01 06:30:50.877925
Ahmedabad,Ahmedabad_Central,107.9,µg/m³,IN,"{'latitude': 28.654511796295985, 'longitude': 77.05346895068224}",2025-10-01 06:30:50.877925
Jaipur,Jaipur_Central,123.3,µg/m³,IN,"{'latitude': 28.78777819674933, 'longitude': 77.27442778488731}",2025-10-01 06:30:50.877925
Lucknow,Lucknow_Central,98.1,µg/m³,IN,"{'latitude': 28.642184561648726, 'longitude': 77.19302047481166}",2025-10-01 06:30:50.877925
Kanpur,Kanpur_Central,102.0,µg/m³,IN,"{'latitude': 28.684330332285935, 'longitude': 77.21539439970059}",2025-10-01 06:30:50.877925
Nagpur,Nagpur_Central,59.9,µg/m³,IN,"{'latitude': 28.598925984718246, 'longitude': 77.22728419783016}",2025-10-01 06:30:50.877925
Indore,Indore_Central,133.6,µg/m³,IN,"{'latitude': 28.709386686622175, 'longitude': 77.08463528329395}",2025-10-01 06:30:50.877925
Bhopal,Bhopal_Central,81.8,µg/m³,IN,"{'latitude': 28.62820908176593, 'longitude': 77.1743370465865}",2025-10-01 06:30:50.877925
Vadodara,Vadodara_Central,98.8,µg/m³,IN,"{'latitude': 28.57257986738631, 'longitude': 77.15224740644986}",2025-10-01 06:30:50.877925
Ludhiana,Ludhiana_Central,135.8,µg/m³,IN,"{'latitude': 28.708254253462208, 'longitude': 77.21104177494051}",2025-10-01 06:30:50.877925
Agra,Agra_Central,120.3,µg/m³,IN,"{'latitude': 28.603854092659546, 'longitude': 77.16208758140093}",2025-10-01 06:30:50.877925
Nashik,Nashik_Central,62.7,µg/m³,IN,"{'latitude': 28.679614172462305, 'longitude': 77.13609666881248}",2025-10-01 06:30:50.877925
Faridabad,Faridabad_Central,91.9,µg/m³,IN,"{'latitude': 28.32926218461087, 'longitude': 77.23666860859328}",2025-10-01 06:30:50.877925
Delhi,Delhi_Central,196.6,µg/m³,IN,"{'latitude': 28.519650129718862, 'longitude': 77.30735961901493}",2025-10-01 07:30:50.877925
Mumbai,Mumbai_Central,67.0,µg/m³,IN,"{'latitude': 28.56542686812979, 'longitude': 77.22978277373744}",2025-10-01 07:30:50.877925
Kolkata,Kolkata_Central,91.4,µg/m³,IN,"{'latitude': 28.6209437765905, 'longitude': 77.23172070814311}",2025-10-01 07:30:50.877925
Chennai,Chennai_Central,70.6,µg/m³,IN,"{'latitude': 28.667369550182325, 'longitude': 77.33438150945594}",2025-10-01 07:30:50.877925
Bangalore,Bangalore_Central,38.9,µg/m³,IN,"{'latitude': 28.622021777634917, 'longitude': 77.12001188800998}",2025-10-01 07:30:50.877925
Hyderabad,Hyderabad_Central,87.8,µg/m³,IN,"{'latitude': 28.754829787428957, 'longitude': 77.14145881562557}",2025-10-01 07:30:50.877925
Pune,Pune_Central,66.2,µg/m³,IN,"{'latitude': 28.55696764577419, 'longitude': 77.20284487457646}",2025-10-01 07:30:50.877925
Ahmedabad,Ahmedabad_Central,132.1,µg/m³,IN,"{'latitude': 28.641442050821038, 'longitude': 77.21507586997397}",2025-10-01 07:30:50.877925
Jaipur,Jaipur_Central,125.7,µg/m³,IN,"{'latitude': 28.444466542995762, 'longitude': 77.14965697278893}",2025-10-01 07:30:50.877925
Lucknow,Lucknow_Central,97.0,µg/m³,IN,"{'latitude': 28.54859871597542, 'longitude': 77.3325678857722}",2025-10-01 07:30:50.877925
Kanpur,Kanpur_Central,106.8,µg/m³,IN,"{'latitude': 28.774092685859447, 'longitude': 77.18817908151817}",2025-10-01 07:30:50.877925
Nagpur,Nagpur_Central,83.7,µg/m³,IN,"{'latitude': 28.662703330758863, 'longitude': 77.20910634187395}",2025-10-01 07:30:50.877925
Indore,Indore_Central,73.5,µg/m³,IN,"{'latitude': 28.618516110647224, 'longitude': 77.38161764900829}",2025-10-01 07:30:50.877925
Bhopal,Bhopal_Central,63.4,µg/m³,IN,"{'latitude': 28.67687491260422, 'longitude': 77.29771510528627}",2025-10-01 07:30:50.877925
Patna,Patna_Central,85.1,µg/m³,IN,"{'latitude': 28.543782040769923, 'longitude': 77.40009027372857}",2025-10-01 07:30:50.877925
Vadodara,Vadodara_Central,96.4,µg/m³,IN,"{'latitude': 28.605056894674807, 'longitude': 77.10061208218585}",2025-10-01 07:30:50.877925
Ludhiana,Ludhiana_Central,108.8,µg/m³,IN,"{'latitude': 28.592221344255652, 'longitude': 77.25354222480267}",2025-10-01 07:30:50.877925
Agra,Agra_Central,228.8,µg/m³,IN,"{'latitude': 28.477579302053492, 'longitude': 76.97453123771304}",2025-10-01 07:30:50.877925
Nashik,Nashik_Central,83.4,µg/m³,IN,"{'latitude': 28.598393362709096, 'longitude': 77.10982950780749}",2025-10-01 07:30:50.877925
Faridabad,Faridabad_Central,125.9,µg/m³,IN,"{'latitude': 28.486397078335255, 'longitude': 77.20560516389267}",2025-10-01 07:30:50.877925
Delhi,Delhi_Central,125.8,µg/m³,IN,"{'latitude': 28.49486618360019, 'longitude': 77.12044517687711}",2025-10-01 08:30:50.877925
Mumbai,Mumbai_Central,133.5,µg/m³,IN,"{'latitude': 28.59292982470483, 'longitude': 77.17971354942192}",2025-10-01 08:30:50.877925
Kolkata,Kolkata_Central,33.0,µg/m³,IN,"{'latitude': 28.568074364048385, 'longitude': 77.11886004871027}",2025-10-01 08:30:50.877925
Chennai,Chennai_Central,82.6,µg/m³,IN,"{'latitude': 28.573695304641152, 'longitude': 77.23396148324548}",2025-10-01 08:30:50.877925
Bangalore,Bangalore_Central,77.5,µg/m³,IN,"{'latitude': 28.701021514355336, 'longitude': 77.16987258973185}",2025-10-01 08:30:50.877925
Hyderabad,Hyderabad_Central,75.0,µg/m³,IN,"{'latitude': 28.42229408796963, 'longitude': 77.30344808773874}",2025-10-01 08:30:50.877925
Pune,Pune_Central,87.4,µg/m³,IN,"{'latitude': 28.46905169821352, 'longitude': 77.1249857478421}",2025-10-01 08:30:50.877925
Ahmedabad,Ahmedabad_Central,77.4,µg/m³,IN,"{'latitude': 28.511252561336562, 'longitude': 77.18204603503848}",2025-10-01 08:30:50.877925
Jaipur,Jaipur_Central,141.0,µg/m³,IN,"{'latitude': 28.652916445806067, 'longitude': 77.21415044049301}",2025-10-01 08:30:50.877925
Lucknow,Lucknow_Central,26.7,µg/m³,IN,"{'latitude': 28.578789727662723, 'longitude': 77.38284832051806}",2025-10-01 08:30:50.877925
Kanpur,Kanpur_Central,110.1,µg/m³,IN,"{'latitude': 28.6923530855672, 'longitude': 77.28795003745485}",2025-10-01 08:30:50.877925
Nagpur,Nagpur_Central,84.4,µg/m³,IN,"{'latitude': 28.769745302599837, 'longitude': 77.17377779556043}",2025-10-01 08:30:50.877925
Indore,Indore_Central,80.3,µg/m³,IN,"{'latitude': 28.667835839812927, 'longitude': 77.07340250236382}",2025-10-01 08:30:50.877925
Bhopal,Bhopal_Central,93.7,µg/m³,IN,"{'latitude': 28.66674855866235, 'longitude': 77.1783701263127}",2025-10-01 08:30:50.877925
Patna,Patna_Central,152.1,µg/m³,IN,"{'latitude': 28.500892198268637, 'longitude': 77.19071720794548}",2025-10-01 08:30:50.877925
Vadodara,Vadodara_Central,70.6,µg/m³,IN,"{'latitude': 28.58393225085392, 'longitude': 77.19271047614822}",2025-10-01 08:30:50.877925
Ludhiana,Ludhiana_Central,110.0,µg/m³,IN,"{'latitude': 28.633695101402957, 'longitude': 77.2372115330824}",2025-10-01 08:30:50.877925
Agra,Agra_Central,111.6,µg/m³,IN,"{'latitude': 28.76400269542204, 'longitude': 77.16881514483134}",2025-10-01 08:30:50.877925
Nashik,Nashik_Central,53.1,µg/m³,IN,"{'latitude': 28.639257813579395, 'longitude': 77.24642177166012}",2025-10-01 08:30:50.877925
Faridabad,Faridabad_Central,139.6,µg/m³,IN,"{'latitude': 28.759128948028568, 'longitude': 76.99292646692253}",2025-10-01 08:30:50.877925
Delhi,Delhi_Central,57.1,µg/m³,IN,"{'latitude': 28.62899515307561, 'longitude': 77.32437369595858}",2025-10-01 09:30:50.877925
Mumbai,Mumbai_Central,95.6,µg/m³,IN,"{'latitude': 28.659628989135676, 'longitude': 77.20722240410922}",2025-10-01 09:30:50.877925
Kolkata,Kolkata_Central,77.3,µg/m³,IN,"{'latitude': 28.73152398457746, 'longitude': 77.23114818150003}",2025-10-01 09:30:50.877925
Chennai,Chennai_Central,58.8,µg/m³,IN,"{'latitude': 28.692555057818105, 'longitude': 77.25599410379546}",2025-10-01 09:30:50.877925
Bangalore,Bangalore_Central,55.8,µg/m³,IN,"{'latitude': 28.639510963255145, 'longitude': 76.98271035132402}",2025-10-01 09:30:50.877925
Hyderabad,Hyderabad_Central,17.2,µg/m³,IN,"{'latitude': 28.70928261519321, 'longitude': 77.14540329470985}",2025-10-01 09:30:50.877925
Pune,Pune_Central,41.2,µg/m³,IN,"{'latitude': 28.670462859512636, 'longitude': 77.18835792743802}",2025-10-01 09:30:50.877925
Ahmedabad,Ahmedabad_Central,90.3,µg/m³,IN,"{'latitude': 28.535522900549534, 'longitude': 77.17517304159804}",2025-10-01 09:30:50.877925
Jaipur,Jaipur_Central,116.7,µg/m³,IN,"{'latitude': 28.676351691288026, 'longitude': 77.14837786624292}",2025-10-01 09:30:50.877925
Lucknow,Lucknow_Central,121.8,µg/m³,IN,"{'latitude': 28.59317370174185, 'longitude': 77.14232178184731}",2025-10-01 09:30:50.877925
Kanpur,Kanpur_Central,174.1,µg/m³,IN,"{'latitude': 28.52076670446177, 'longitude': 77.26911132027892}",2025-10-01 09:30:50.877925
Bhopal,Bhopal_Central,66.5,µg/m³,IN,"{'latitude': 28.69208100360408, 'longitude': 77.15079266623201}",2025-10-01 09:30:50.877925
Patna,Patna_Central,156.3,µg/m³,IN,"{'latitude': 28.61587960601456, 'longitude': 77.1600617984321}",2025-10-01 09:30:50.877925
Vadodara,Vadodara_Central,115.4,µg/m³,IN,"{'latitude': 28.654446535804052, 'longitude': 77.03113454876781}",2025-10-01 09:30:50.877925
Ludhiana,Ludhiana_Central,153.7,µg/m³,IN,"{'latitude': 28.648540439640023, 'longitude': 77.0857031557001}",2025-10-01 09:30:50.877925
Agra,Agra_Central,123.0,µg/m³,IN,"{'latitude': 28.701637890083678, 'longitude': 77.18070048591828}",2025-10-01 09:30:50.877925
Nashik,Nashik_Central,41.2,µg/m³,IN,"{'latitude': 28.69500781322435, 'longitude': 77.28443045422154}",2025-10-01 09:30:50.877925
Faridabad,Faridabad_Central,69.2,µg/m³,IN,"{'latitude': 28.617866821605315, 'longitude': 77.1011859088787}",2025-10-01 09:30:50.877925
Delhi,Delhi_Central,139.3,µg/m³,IN,"{'latitude': 28.612341005163408, 'longitude': 77.25977225911181}",2025-10-01 10:30:50.877925
Mumbai,Mumbai_Central,78.3,µg/m³,IN,"{'latitude': 28.545770512908685, 'longitude': 77.35688434788928}",2025-10-01 10:30:50.877925
Kolkata,Kolkata_Central,102.9,µg/m³,IN,"{'latitude': 28.568838941541603, 'longitude': 77.23028689532626}",2025-10-01 10:30:50.877925
Chennai,Chennai_Central,13.4,µg/m³,IN,"{'latitude': 28.682922033046264, 'longitude': 77.31214115697512}",2025-10-01 10:30:50.877925
Hyderabad,Hyderabad_Central,71.1,µg/m³,IN,"{'latitude': 28.71897657916908, 'longitude': 77.1961830492052}",2025-10-01 10:30:50.877925
Pune,Pune_Central,39.6,µg/m³,IN,"{'latitude': 28.693648341398173, 'longitude': 77.04851114303239}",2025-10-01 10:30:50.877925
Ahmedabad,Ahmedabad_Central,111.7,µg/m³,IN,"{'latitude': 28.552129121396426, 'longitude': 77.20233560552514}",2025-10-01 10:30:50.877925
Jaipur,Jaipur_Central,70.4,µg/m³,IN,"{'latitude': 28.64943155325093, 'longitude': 77.14695963365918}",2025-10-01 10:30:50.877925
Lucknow,Lucknow_Central,76.0,µg/m³,IN,"{'latitude': 28.74062102136225, 'longitude': 77.13049315951878}",2025-10-01 10:30:50.877925
Kanpur,Kanpur_Central,10.0,µg/m³,IN,"{'latitude': 28.58393144253148, 'longitude': 77.13375383183643}",2025-10-01 10:30:50.877925
Nagpur,Nagpur_Central,52.5,µg/m³,IN,"{'latitude': 28.688252352809233, 'longitude': 77.15647043205315}",2025-10-01 10:30:50.877925
Indore,Indore_Central,51.5,µg/m³,IN,"{'latitude': 28.613113225853482, 'longitude': 77.2245872906946}",2025-10-01 10:30:50.877925
Bhopal,Bhopal_Central,65.6,µg/m³,IN,"{'latitude': 28.65106176071124, 'longitude': 77.45392467736318}",2025-10-01 10:30:50.877925
Patna,Patna_Central,117.0,µg/m³,IN,"{'latitude': 28.594923942965423, 'longitude': 77.309978528874}",2025-10-01 10:30:50.877925
Vadodara,Vadodara_Central,83.6,µg/m³,IN,"{'latitude': 28.715654468313733, 'longitude': 77.26095012472969}",2025-10-01 10:30:50.877925
Ludhiana,Ludhiana_Central,41.3,µg/m³,IN,"{'latitude': 28.701549795740018, 'longitude': 77.07992743309465}",2025-10-01 10:30:50.877925
Agra,Agra_Central,135.5,µg/m³,IN,"{'latitude': 28.346994946600137, 'longitude': 77.33268510517904}",2025-10-01 10:30:50.877925
Nashik,Nashik_Central,67.9,µg/m³,IN,"{'latitude': 28.56880308502394, 'longitude': 77.01623523875682}",2025-10-01 10:30:50.877925
Faridabad,Faridabad_Central,115.3,µg/m³,IN,"{'latitude': 28.437214735775107, 'longitude': 77.32725788860253}",2025-10-01 10:30:50.877925
Delhi,Delhi_Central,89.0,µg/m³,IN,"{'latitude': 28.593828618888587, 'longitude': 77.11677525835007}",2025-10-01 11:30:50.877925
Mumbai,Mumbai_Central,72.5,µg/m³,IN,"{'latitude': 28.77260154676679, 'longitude': 77.17957224763032}",2025-10-01 11:30:50.877925
Kolkata,Kolkata_Central,131.5,µg/m³,IN,"{'latitude': 28.77135337812909, 'longitude': 77.14736756192653}",2025-10-01 11:30:50.877925
Chennai,Chennai_Central,28.4,µg/m³,IN,"{'latitude': 28.77799485486834, 'longitude': 77.2009239911728}",2025-10-01 11:30:50.877925
Bangalore,Bangalore_Central,44.1,µg/m³,IN,"{'latitude': 28.583234795572867, 'longitude': 77.30569079460787}",2025-10-01 11:30:50.877925
Hyderabad,Hyderabad_Central,100.4,µg/m³,IN,"{'latitude': 28.58558620320836, 'longitude': 77.30576041795888}",2025-10-01 11:30:50.877925
Pune,Pune_Central,15.1,µg/m³,IN,"{'latitude': 28.594332858438044, 'longitude': 77.26131105946101}",2025-10-01 11:30:50.877925
